Station,Year,Julian_day,Hr/Min,Bvolt,Ptemp,Solar,Rain,Ambient,Humidity,WD,WS,BaromP,Atmometer,SoilT ,SoilT,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM
133,2013,46,1100,13.41,14.63,1.798,0,10.64,55.63,171.8,2.54,988,0.409,6.326,8,14.75,2.499,2.041,20.58,1.574,11.17,1.497,1.623,-68,-14,-12,-100,-10,-50,-10,-10
133,2013,46,1200,13.51,18.48,2.162,0,12.46,51.08,178.2,2.492,988,0.454,7.25,8.74,14.48,2.49,2.043,19.56,1.568,11.1,1.49,1.617,-67,-14,-12,-95,-10,-51,-10,-11
133,2013,46,1300,13.38,20.48,1.759,0,13.26,49.44,191.6,2.818,987,0.709,8.33,9.47,14.27,2.469,2.045,18.54,1.54,10.87,1.463,1.587,-67,-14,-12,-90,-10,-50,-10,-11
133,2013,46,1400,13.21,19.35,1.039,0,12.2,52.33,210.9,3.535,987,1.145,10.11,10.76,14.49,2.438,2.046,18.15,1.527,10.75,1.449,1.573,-69,-14,-13,-90,-11,-50,-10,-11
133,2013,46,1500,13.1,15.94,0.886,0,10.61,59.11,211.3,3.426,986,1.039,10.94,11.15,14.58,2.409,2.047,18.24,1.536,10.79,1.458,1.582,-70,-14,-13,-91,-11,-51,-10,-11
133,2013,46,1600,13.01,13.71,0.237,0,9.01,62.32,208.3,3.275,987,0.953,11.05,10.92,14.44,2.388,2.048,18.39,1.538,10.79,1.458,1.583,-69,-14,-13,-92,-11,-51,-10,-11
133,2013,46,1700,12.94,10.66,0.077,0.313,7.26,73.7,247.9,2.131,987,0.47,11.35,11,14.46,2.373,2.047,18.83,1.569,10.99,1.487,1.614,-70,-14,-13,-94,-11,-52,-10,-11
133,2013,46,1800,12.91,7.89,0.042,0,6.442,74,248.1,1.151,988,0.209,10.94,10.52,14.52,2.368,2.045,19.29,1.571,11,1.488,1.615,-69,-14,-12,-96,-11,-51,-10,-11
133,2013,46,1900,12.88,6.743,0.002,0,6.196,73.1,120.3,0.642,988,0.2,10.65,10.22,14.6,2.369,2.044,19.67,1.576,11.04,1.492,1.619,-69,-14,-12,-98,-11,-51,-10,-11
133,2013,46,2000,12.86,6.192,0,0.313,5.491,75.1,239.4,1.434,989,0.259,10.54,10.19,14.92,2.373,2.041,19.97,1.574,11.02,1.49,1.616,-71,-14,-12,-100,-11,-51,-10,-11
133,2013,46,2100,12.84,5.237,0,0.313,5.034,68.83,265,1.03,989,0.202,10.51,10.28,15.04,2.378,2.039,20.21,1.576,11.04,1.492,1.618,-72,-14,-12,-102,-11,-51,-10,-11
133,2013,46,2200,12.82,4.342,0,0,4.657,67.64,201,1.344,989,0.216,10.33,10.22,15.2,2.386,2.038,20.35,1.578,11.05,1.493,1.619,-73,-14,-12,-102,-11,-51,-10,-11
133,2013,46,2300,12.8,3.529,0,0,4.01,67.89,215.1,0.943,989,0.2,10.32,10.38,15.33,2.393,2.036,20.54,1.578,11.06,1.493,1.619,-74,-14,-12,-104,-11,-52,-10,-11
133,2013,46,2400,12.78,2.398,0,0,3.265,71.1,218.2,0.561,989,0.2,10.26,10.49,15.44,2.403,2.035,20.83,1.577,11.06,1.491,1.618,-74,-14,-12,-106,-11,-52,-10,-11
133,2013,47,100,12.76,1.429,0,0,2.35,79.1,147.4,0.546,988,0.201,9.89,10.32,15.6,2.415,2.034,21.09,1.575,11.04,1.489,1.616,-75,-14,-12,-107,-11,-52,-10,-11
133,2013,47,200,12.74,1.146,0,0,2.315,74.1,230.2,1.048,988,0.214,9.45,10.08,15.72,2.429,2.033,21.31,1.574,11.04,1.487,1.614,-75,-14,-12,-108,-11,-51,-10,-11
133,2013,47,300,12.72,1.377,0,0,1.587,67.17,258.5,1.443,987,0.251,9.28,10.1,15.74,2.445,2.034,21.55,1.574,11.04,1.488,1.614,-75,-14,-12,-110,-11,-51,-10,-11
133,2013,47,400,12.71,1.035,0,0,0.821,63.59,249.3,1.372,987,0.257,9.28,10.27,15.81,2.458,2.034,21.76,1.574,11.04,1.486,1.613,-76,-14,-12,-111,-11,-51,-10,-11
133,2013,47,500,12.69,0.608,0,0,0.254,64.42,251.1,1.604,986,0.323,9.09,10.27,15.82,2.472,2.035,22.03,1.574,11.04,1.486,1.613,-76,-14,-12,-113,-11,-51,-10,-11
133,2013,47,600,12.68,0.093,0,0,-0.235,67.43,264.3,1.7,986,0.349,8.79,10.11,15.85,2.488,2.036,22.29,1.572,11.04,1.484,1.611,-76,-14,-12,-115,-11,-51,-10,-11
133,2013,47,700,12.67,-0.048,0,0,-0.447,69.6,260.4,1.371,986,0.224,8.63,10.12,15.96,2.505,2.037,22.5,1.565,11,1.478,1.605,-77,-14,-12,-116,-11,-51,-10,-11
133,2013,47,800,12.66,-0.269,0.022,0,-0.701,71,247.3,1.274,986,0.222,8.41,10.03,15.99,2.52,2.038,22.59,1.545,10.86,1.459,1.584,-77,-14,-12,-116,-10,-50,-10,-11
133,2013,47,900,12.67,-0.23,0.244,0,-0.816,69.13,252.7,1.551,987,0.269,8.09,9.89,15.89,2.536,2.04,22.66,1.543,10.84,1.456,1.582,-76,-14,-12,-116,-10,-50,-10,-11
133,2013,47,1000,12.85,1.103,0.736,0,-0.292,63.75,260.7,2.225,987,0.527,7.14,9.06,15.86,2.551,2.041,22.51,1.552,10.91,1.464,1.591,-75,-14,-12,-114,-10,-50,-10,-11
133,2013,47,1100,13.18,2.74,1.372,0,0.081,56.54,261,2.365,987,0.637,6.974,8.96,15.75,2.563,2.044,22.19,1.562,10.99,1.474,1.601,-74,-14,-12,-112,-10,-50,-10,-11
133,2013,47,1200,13.63,5.856,2.006,0,1.635,48.51,239.4,2.364,987,0.677,6.162,8.11,15.55,2.569,2.046,21.3,1.577,11.09,1.487,1.616,-72,-14,-12,-104,-10,-50,-10,-10
133,2013,47,1300,13.94,8.55,2.288,0,2.795,38.26,249.2,2.532,987,0.875,7.23,9.07,15.38,2.565,2.048,20.35,1.58,11.09,1.488,1.619,-72,-14,-12,-100,-10,-51,-10,-11
133,2013,47,1400,13.48,9.11,1.376,0,3.022,34.76,235.2,2.463,986,0.863,8.46,9.98,15.23,2.549,2.05,19.67,1.58,11.08,1.488,1.62,-72,-14,-12,-98,-11,-51,-10,-11
133,2013,47,1500,13.25,7.47,0.926,0,2.23,36.61,239.2,2.341,986,0.883,9.3,10.43,15.19,2.528,2.052,19.84,1.581,11.07,1.488,1.62,-73,-14,-13,-100,-11,-52,-10,-11
133,2013,47,1600,13.2,6.032,0.879,0,1.914,38.36,222.6,3.156,986,1.414,9.12,10.06,15.1,2.513,2.054,20.05,1.582,11.08,1.489,1.621,-72,-14,-12,-100,-11,-51,-10,-11
133,2013,47,1700,13.18,5.334,0.536,0,1.436,46.72,244.8,2.294,987,0.666,9.39,10.13,13.55,2.504,2.055,20.19,1.583,11.09,1.489,1.621,-64,-14,-12,-101,-11,-52,-10,-11
133,2013,47,1800,13,3.45,0.238,0,0.177,56.39,233,2.516,987,0.824,9.81,10.44,3.751,2.498,2.054,20.63,1.588,11.05,1.482,1.615,-19,-14,-13,-105,-11,-52,-10,-11
133,2013,47,1900,12.93,1.186,0.009,0,-1.636,70.4,204.4,2.305,988,0.495,9.92,10.53,3.746,2.499,2.054,21.16,1.563,10.88,1.457,1.589,-19,-14,-13,-108,-11,-51,-10,-11
133,2013,47,2000,12.9,-1.591,0,0,-2.066,69.65,192.8,1.572,988,0.207,9.79,10.48,3.745,2.507,2.053,21.75,1.551,10.81,1.446,1.578,-19,-14,-13,-112,-11,-51,-10,-11
133,2013,47,2100,12.87,-3.177,0,0,-2.238,67.99,193.8,1.407,988,0.208,9.22,10.06,3.746,2.519,2.052,22.37,1.546,10.78,1.44,1.572,-19,-14,-12,-115,-10,-50,-10,-11
133,2013,47,2200,12.84,-3.925,0,0,-2.43,64.72,200.5,1.377,989,0.209,8.93,9.94,3.744,2.537,2.052,22.82,1.568,10.95,1.46,1.594,-19,-14,-12,-118,-11,-51,-10,-11
133,2013,47,2300,12.82,-4.414,0,0,-2.715,57.98,194.9,1.603,989,0.224,8.7,9.94,3.682,2.556,2.052,23.21,1.58,11.05,1.471,1.607,-19,-14,-12,-120,-11,-51,-10,-11
133,2013,47,2400,12.8,-4.707,0,0,-2.579,44.83,205.1,1.651,989,0.309,8.35,9.81,3.636,2.578,2.052,23.55,1.591,11.14,1.481,1.618,-19,-14,-12,-122,-11,-52,-10,-11
133,2013,48,100,12.78,-4.715,0,0,-2.602,42.11,212.2,2.126,990,0.531,8.04,9.73,3.645,2.6,2.053,23.95,1.595,11.17,1.483,1.622,-19,-15,-12,-125,-11,-52,-10,-11
133,2013,48,200,12.76,-4.499,0,0,-3.045,46.48,202,1.533,990,0.286,7.86,9.78,3.669,2.621,2.054,24.23,1.595,11.18,1.483,1.623,-19,-15,-12,-127,-11,-52,-10,-11
133,2013,48,300,12.73,-4.846,0,0,-3.277,49.84,204,1.474,990,0.227,7.69,9.81,3.696,2.647,2.056,24.49,1.594,11.19,1.482,1.622,-19,-15,-12,-129,-11,-52,-10,-11
133,2013,48,400,12.71,-5.011,0,0,-3.705,52.93,196.9,1.129,990,0.207,7.52,9.84,3.723,2.672,2.059,24.65,1.592,11.18,1.48,1.62,-19,-15,-12,-130,-11,-52,-10,-11
133,2013,48,500,12.68,-5.743,0,0,-4.289,58.78,222.7,0.44,991,0.2,7.42,9.92,3.748,2.695,2.062,24.92,1.595,11.21,1.483,1.624,-19,-15,-12,-132,-11,-52,-10,-11
133,2013,48,600,12.66,-6.594,0,0,-4.93,65.41,196.8,0.379,991,0.2,7.22,9.86,3.773,2.719,2.068,25.2,1.599,11.25,1.487,1.629,-19,-15,-12,-134,-11,-52,-10,-11
133,2013,48,700,12.64,-7.19,0,0,-5.293,66.79,181.2,0.461,992,0.2,6.93,9.72,3.801,2.745,2.075,25.55,1.602,11.29,1.488,1.631,-19,-15,-12,-136,-11,-52,-10,-11
133,2013,48,800,12.62,-7.55,0.057,0,-5.457,68.77,185.3,1.107,992,0.201,6.577,9.52,3.828,2.77,2.082,25.76,1.603,11.31,1.489,1.632,-19,-15,-12,-137,-11,-52,-10,-11
133,2013,48,900,12.86,-5.522,0.696,0,-3.176,61.18,185.4,1.708,993,0.243,4.038,7.15,3.855,2.795,3.448,25.82,1.604,11.34,1.49,1.633,-19,-15,-17,-131,-10,-50,-10,-10
133,2013,48,1000,13.4,1.491,1.368,0,-0.868,50.64,173,2.328,994,0.363,3.356,6.552,3.879,2.818,5.272,25.27,1.605,11.36,1.491,1.635,-19,-15,-24,-126,-10,-50,-10,-10
133,2013,48,1100,13.95,6.387,1.919,0,0.777,41.73,182.8,2.198,994,0.368,4.406,7.61,3.895,2.832,4.949,24.19,1.603,11.35,1.489,1.633,-19,-15,-23,-122,-10,-51,-10,-10
133,2013,48,1200,14.36,9.5,2.33,0,1.915,38.35,178.5,1.993,994,0.382,4.97,7.99,3.898,2.831,5.326,22.88,1.596,11.3,1.483,1.626,-19,-15,-25,-114,-10,-51,-10,-10
133,2013,48,1300,14.08,11.28,2.485,0,3.363,33.32,191.7,2.747,994,0.77,5.832,8.61,3.881,2.813,5.501,21.67,1.593,11.26,1.479,1.623,-19,-15,-26,-108,-10,-51,-10,-11
133,2013,48,1400,14.51,11.44,2.441,0,4.268,31.27,188.1,2.442,993,0.578,6.86,9.12,3.844,2.779,5.484,20.74,1.596,11.26,1.481,1.625,-19,-15,-26,-103,-11,-52,-10,-11
133,2013,48,1500,14.22,11.23,2.19,0,5.362,25.8,201.3,2.722,992,0.811,7.42,9.11,3.795,2.739,5.561,19.94,1.597,11.25,1.481,1.626,-19,-15,-26,-98,-11,-52,-10,-11
133,2013,48,1600,13.88,10.7,1.742,0,5.993,23.77,206.4,2.706,992,0.849,8.24,9.39,3.74,2.697,5.627,19.6,1.599,11.26,1.482,1.628,-19,-15,-27,-96,-11,-52,-10,-11
133,2013,48,1700,13.59,9.98,1.129,0,5.961,23.13,212.8,2.811,992,0.88,9.13,9.84,3.688,2.659,5.585,19.71,1.6,11.27,1.482,1.628,-19,-15,-27,-98,-11,-52,-10,-11
133,2013,48,1800,13.2,8.04,0.293,0,4.967,24.5,204.4,2.316,992,0.55,9.95,10.24,3.643,2.629,5.481,20.33,1.596,11.25,1.478,1.624,-19,-15,-26,-102,-11,-52,-10,-11
133,2013,48,1900,13.04,4.64,0.012,0,3.532,29.38,207.9,1.379,992,0.234,10.1,10.22,3.61,2.614,5.412,21.05,1.601,11.29,1.482,1.628,-19,-15,-26,-107,-11,-53,-10,-11
133,2013,48,2000,13,1.68,0,0,1.861,40.95,221.1,0.116,992,0.2,9.87,9.99,3.593,2.615,5.484,21.77,1.608,11.35,1.488,1.634,-19,-15,-26,-111,-11,-53,-10,-11
133,2013,48,2100,12.97,-0.716,0,0,-0.06,54.13,181,0.015,993,0.2,9.49,9.72,3.593,2.623,5.545,22.36,1.611,11.38,1.49,1.637,-18,-15,-26,-114,-11,-53,-10,-11
133,2013,48,2200,12.95,-2.271,0,0,-0.719,55.77,219.6,0.129,993,0.2,9.02,9.45,3.607,2.639,5.476,22.95,1.612,11.41,1.491,1.638,-18,-15,-26,-117,-11,-53,-10,-11
133,2013,48,2300,12.93,-3.027,0,0,-1.012,66.07,253.4,0.072,993,0.2,8.63,9.28,3.628,2.658,5.503,23.4,1.614,11.43,1.491,1.639,-18,-15,-26,-120,-11,-53,-10,-11
133,2013,48,2400,12.91,-3.497,0,0,-1.559,68.5,306.5,0.008,993,0.2,8.41,9.28,3.655,2.678,5.555,23.77,1.615,11.45,1.492,1.64,-19,-15,-26,-123,-11,-53,-10,-11
133,2013,49,100,12.9,-3.835,0,0,-1.759,72.2,307.8,0.043,994,0.2,8.1,9.23,3.687,2.7,5.581,24.1,1.616,11.47,1.492,1.641,-19,-15,-26,-125,-11,-53,-10,-11
133,2013,49,200,12.88,-4.04,0,0,-2.233,74.9,310.2,0.008,994,0.2,7.88,9.23,3.717,2.721,5.602,24.4,1.616,11.47,1.493,1.641,-19,-15,-26,-127,-11,-53,-10,-11
133,2013,49,300,12.87,-4.19,0,0,-2.336,74.8,178.7,0.657,994,0.2,7.58,9.15,3.75,2.743,5.391,24.68,1.616,11.49,1.493,1.642,-19,-15,-26,-128,-11,-53,-10,-11
133,2013,49,400,12.86,-4.068,0,0,-2.633,76.5,50.37,1.013,994,0.2,7.33,9.09,3.78,2.764,5.519,24.89,1.616,11.5,1.494,1.643,-19,-15,-26,-130,-11,-53,-10,-11
133,2013,49,500,12.84,-4.01,0,0,-2.852,74.3,143.3,0.999,994,0.2,7.19,9.14,3.808,2.786,5.535,25.1,1.616,11.52,1.493,1.643,-19,-15,-26,-131,-11,-53,-10,-11
133,2013,49,600,12.83,-4.049,0,0,-3.026,73.7,70.9,1.076,995,0.2,7.01,9.15,3.833,2.806,5.539,25.3,1.616,11.53,1.494,1.644,-19,-15,-26,-133,-11,-53,-10,-11
133,2013,49,700,12.82,-4.091,0,0,-3.067,74.3,67.23,1.079,995,0.2,6.829,9.12,3.858,2.827,5.401,25.5,1.616,11.54,1.495,1.644,-19,-15,-26,-134,-11,-53,-10,-11
133,2013,49,800,12.81,-4.204,0.065,0,-3.055,77.1,35.52,0.915,995,0.2,6.656,9.07,3.885,2.848,5.606,25.66,1.616,11.56,1.495,1.645,-19,-15,-26,-135,-11,-53,-10,-11
133,2013,49,900,13.01,-2.433,0.649,0,-1.238,68.62,118,1.225,995,0.2,4.539,7.09,3.908,2.867,5.641,25.59,1.616,11.57,1.494,1.645,-19,-15,-26,-130,-10,-51,-10,-10
133,2013,49,1000,13.45,3.664,1.289,0,1.36,57.77,95.4,1.074,996,0.2,3.83,6.452,3.931,2.885,5.581,24.92,1.615,11.57,1.494,1.644,-19,-15,-25,-124,-10,-51,-10,-10
133,2013,49,1100,14.07,9.19,1.828,0,4.087,47.98,100.3,1.159,995,0.202,4.475,7.07,4.113,2.891,5.583,23.85,1.615,11.57,1.494,1.644,-20,-15,-26,-118,-10,-51,-10,-10
133,2013,49,1200,13.78,13.41,2.228,0,8.03,37.75,145.7,1.488,995,0.313,4.827,7.3,11.05,2.882,5.523,22.61,1.606,11.53,1.492,1.642,-49,-15,-25,-111,-10,-51,-10,-10
133,2013,49,1300,13.84,16.76,2.312,0,11.23,31.47,165.2,2.401,994,0.611,5.775,7.87,19.05,2.854,5.101,21.4,1.549,11.15,1.445,1.59,-91,-15,-24,-105,-10,-50,-10,-10
133,2013,49,1400,13.93,18.39,2.129,0,13,29.56,181.3,3.437,992,1.61,7.08,8.67,20.73,2.813,5.207,20.56,1.572,11.3,1.467,1.615,-102,-15,-25,-101,-10,-51,-10,-11
133,2013,49,1500,13.79,18.45,1.807,0,13.87,29.13,182.6,2.761,991,0.752,8.02,9.04,20.31,2.766,5.556,20.12,1.574,11.31,1.469,1.617,-100,-15,-26,-99,-10,-52,-10,-11
133,2013,49,1600,13.69,18.93,1.444,0,15.52,26.81,168.7,2.434,990,0.497,8.41,8.91,20.06,2.721,5.561,19.79,1.57,11.27,1.465,1.613,-98,-15,-26,-97,-10,-51,-10,-11
133,2013,49,1700,13.6,18.52,1.111,0,15.62,25.51,130.7,2.485,989,0.689,9.76,9.77,20.05,2.68,5.567,19.79,1.57,11.26,1.464,1.611,-100,-15,-27,-98,-11,-52,-10,-11
133,2013,49,1800,13.19,16.87,0.279,0,14.86,26.22,129,1.338,988,0.272,10.56,10.17,20.7,2.645,5.631,20.2,1.57,11.26,1.464,1.611,-104,-15,-27,-101,-11,-52,-10,-11
133,2013,49,1900,13.04,13.74,0.01,0,12.65,31.67,157.3,0.906,987,0.202,10.96,10.4,21.9,2.624,5.444,20.77,1.569,11.25,1.463,1.609,-113,-15,-26,-105,-11,-53,-10,-11
133,2013,49,2000,13.01,11.55,0,0,11.9,33.16,167.7,1.035,987,0.208,10.33,9.67,22.93,2.617,5.481,21.22,1.572,11.29,1.466,1.612,-118,-15,-26,-107,-11,-52,-10,-11
133,2013,49,2100,12.98,10.83,0,0,11.59,31.28,150.7,1.818,987,0.296,10.13,9.52,23.06,2.616,5.506,21.54,1.573,11.3,1.467,1.612,-118,-15,-26,-108,-11,-52,-10,-11
133,2013,49,2200,12.96,9.99,0,0,10.69,32.41,158.5,1.367,986,0.241,10.23,9.73,23.11,2.618,5.441,21.9,1.572,11.29,1.466,1.611,-119,-15,-26,-111,-11,-52,-10,-11
133,2013,49,2300,12.94,8.61,0,0,9.12,38.9,140.9,0.612,985,0.201,10.27,9.9,23.1,2.625,5.546,22.23,1.577,11.34,1.472,1.617,-119,-15,-27,-114,-11,-53,-10,-11
133,2013,49,2400,12.92,7.72,0,0,10.01,34.45,157.1,2.112,985,0.405,9.45,9.23,22.86,2.635,5.499,22.51,1.586,11.41,1.48,1.626,-116,-15,-26,-114,-11,-52,-10,-11
133,2013,50,100,12.91,9.14,0,0,10.4,32.62,151.5,2.391,984,0.589,9.01,8.98,22.39,2.645,5.502,22.6,1.587,11.41,1.481,1.626,-113,-15,-26,-114,-10,-52,-10,-11
133,2013,50,200,12.9,10.17,0,0,10.25,33.65,179.9,2.398,985,0.527,9.21,9.31,21.89,2.655,5.468,22.64,1.585,11.41,1.48,1.625,-110,-15,-26,-115,-11,-52,-10,-11
133,2013,50,300,12.88,9.32,0,1.879,7.56,59.44,143,3.653,986,1.241,10.09,10.29,21.49,2.664,5.443,22.69,1.585,11.35,1.48,1.625,-110,-15,-26,-118,-11,-53,-10,-11
133,2013,50,400,12.87,6.548,0,2.192,5.655,78.2,162.5,2.843,986,0.676,9.52,9.85,21.42,2.671,5.49,18.32,1.583,11.35,1.479,1.625,-108,-15,-26,-90,-11,-53,-10,-11
133,2013,50,500,12.85,5.675,0,1.879,5.201,86.1,164.6,2.305,985,0.351,9.01,9.42,21.46,2.668,5.538,15.08,1.585,11.37,1.482,1.629,-108,-15,-26,-71,-11,-52,-10,-11
133,2013,50,600,12.84,5.596,0,0,5.226,86.6,147.4,1.538,984,0.254,8.78,9.35,21.46,2.658,5.47,15.17,1.583,11.32,1.481,1.626,-108,-15,-26,-71,-11,-52,-10,-11
133,2013,50,700,12.83,5.62,0,0,5.169,86.8,214.2,1.821,983,0.221,8.67,9.35,21.42,2.65,5.404,15.19,1.581,11.29,1.48,1.625,-107,-15,-26,-72,-11,-52,-10,-11
133,2013,50,800,12.82,5.618,0.005,0.313,5.208,87.5,195.3,2.114,983,0.315,8.58,9.32,21.43,2.644,5.528,15.22,1.581,11.29,1.48,1.625,-107,-15,-26,-72,-11,-52,-10,-11
133,2013,50,900,12.81,5.733,0.035,0,5.152,88.9,195.8,2.495,984,0.429,8.48,9.34,21.36,2.634,5.266,15.22,1.58,11.28,1.48,1.624,-107,-15,-25,-72,-11,-52,-10,-11
133,2013,50,1000,12.82,6.015,0.254,0,5.461,90,184.4,2.501,985,0.422,8.33,9.17,21.29,2.624,5.374,15.18,1.579,11.26,1.48,1.624,-106,-14,-26,-71,-10,-52,-10,-11
133,2013,50,1100,12.82,6.707,0.212,0,5.959,89,188.4,2.847,985,0.602,8.4,9.24,21.14,2.616,5.428,15.07,1.578,11.25,1.48,1.625,-105,-14,-26,-71,-10,-52,-10,-11
133,2013,50,1200,12.95,7.36,0.803,0,6.886,82.6,198.5,3.037,986,0.744,8.14,9.08,20.82,2.616,5.408,14.9,1.58,11.23,1.481,1.627,-103,-14,-26,-70,-10,-51,-10,-11
133,2013,50,1300,13.76,9.88,2.141,0,9.4,64.84,183.6,3.621,985,1.158,6.879,7.79,19.95,2.611,5.378,14.46,1.578,11.18,1.48,1.627,-96,-14,-25,-66,-10,-50,-10,-10
133,2013,50,1400,14.13,14.2,2.433,0,10.5,48.26,183,3.928,985,1.568,7.74,8.51,18.4,2.597,5.416,13.9,1.573,11.1,1.475,1.623,-88,-14,-25,-64,-10,-50,-10,-11
133,2013,50,1500,13.76,15.51,1.675,0,10.96,37.26,191.7,4.273,985,2.757,9.06,9.48,17.94,2.571,5.417,13.6,1.572,11.04,1.475,1.625,-87,-14,-26,-63,-11,-51,-10,-11
133,2013,50,1600,14.1,14.6,1.79,0,11.6,28.88,199.6,4.539,985,3.077,9.83,9.86,18.22,2.541,5.45,13.62,1.569,10.98,1.473,1.624,-89,-14,-26,-64,-11,-51,-10,-11
133,2013,50,1700,13.71,14.17,1.162,0,10.62,22.73,205.4,4.429,986,3.019,10.58,10.26,18.71,2.514,5.434,13.56,1.571,10.97,1.476,1.628,-92,-14,-26,-64,-11,-51,-10,-11
133,2013,50,1800,13.22,12.04,0.289,0,9.05,23.7,204.5,4.018,987,2.14,11.3,10.71,19.26,2.491,5.41,13.78,1.571,10.95,1.478,1.631,-97,-14,-26,-66,-11,-51,-10,-11
133,2013,50,1900,13.04,8.85,0.013,0,7.56,25.72,205.1,3.455,988,1.396,11.25,10.58,18.31,2.477,5.081,14.09,1.575,10.97,1.482,1.637,-91,-14,-25,-67,-11,-51,-10,-11
133,2013,50,2000,12.99,6.492,0,0,6.468,30.54,208.7,2.795,988,0.768,10.82,10.19,18.11,2.474,4.691,14.36,1.582,11.02,1.49,1.646,-89,-14,-23,-68,-11,-51,-10,-11
133,2013,50,2100,12.96,4.898,0,0,5.308,34.76,205.1,2.683,989,0.751,10.5,10.05,18.41,2.478,4.919,14.61,1.578,11,1.487,1.643,-90,-14,-24,-69,-11,-51,-10,-11
133,2013,50,2200,12.94,3.674,0,0,4.294,36.1,200.5,2.303,990,0.492,10.23,9.99,18.74,2.485,5.204,14.85,1.579,11.02,1.49,1.646,-92,-14,-25,-70,-11,-51,-10,-11
133,2013,50,2300,12.92,2.283,0,0,2.977,43.22,190,1.779,990,0.272,10.11,10.13,18.99,2.493,5.257,15.05,1.583,11.05,1.493,1.65,-94,-14,-25,-72,-11,-51,-10,-11
133,2013,50,2400,12.9,1.095,0,0,2.441,43.46,193.1,2.108,991,0.324,9.58,9.84,19.02,2.505,5.1,15.2,1.583,11.06,1.494,1.65,-94,-14,-25,-72,-11,-51,-10,-11
133,2013,51,100,12.87,0.429,0,0,1.676,46.3,185.1,2.243,992,0.342,9.32,9.84,19.26,2.517,5.269,15.35,1.581,11.06,1.494,1.65,-95,-14,-25,-73,-11,-51,-10,-11
133,2013,51,200,12.85,-0.302,0,0,0.928,50.04,180.8,1.304,991,0.237,9.14,9.92,19.65,2.531,5.33,15.49,1.569,10.98,1.483,1.638,-98,-14,-26,-74,-11,-51,-10,-11
133,2013,51,300,12.83,-1.531,0,0,0.165,54.29,172.1,1.19,991,0.205,9.01,10.02,20,2.545,5.4,16.36,1.541,10.79,1.457,1.609,-100,-14,-26,-79,-10,-50,-10,-11
133,2013,51,400,12.81,-2.169,0,0,0.176,55.21,173,1.879,991,0.237,8.39,9.65,20.37,2.56,5.392,19.05,1.572,11.02,1.487,1.641,-101,-14,-26,-94,-11,-51,-10,-11
133,2013,51,500,12.79,-2.168,0,0,-0.19,57.96,173.7,1.279,991,0.215,8.17,9.67,20.85,2.576,5.35,19.67,1.574,11.04,1.488,1.642,-104,-14,-26,-97,-11,-51,-10,-11
133,2013,51,600,12.77,-2.609,0,0,-0.757,61.42,209.4,1.003,992,0.203,8.09,9.76,21.33,2.591,5.389,20.3,1.574,11.06,1.489,1.642,-108,-14,-26,-101,-11,-51,-10,-11
133,2013,51,700,12.76,-2.961,0,0,-1.449,63.65,210.7,1.076,992,0.2,7.85,9.71,21.82,2.605,5.47,20.76,1.574,11.07,1.489,1.642,-111,-15,-26,-104,-11,-51,-10,-11
133,2013,51,800,12.75,-3.532,0.072,0,-1.713,62.62,205.3,1.005,992,0.2,7.59,9.65,22.23,2.621,5.479,21.23,1.572,11.07,1.488,1.64,-113,-15,-26,-107,-11,-51,-10,-11
133,2013,51,900,13.03,-1.45,0.745,0,-0.094,55.11,211.6,1.235,993,0.202,4.769,7.01,22.77,2.636,5.415,21.53,1.572,11.1,1.488,1.639,-111,-14,-25,-104,-10,-49,-10,-10
133,2013,51,1000,13.64,5.139,1.429,0,1.137,46.94,230.7,1.251,994,0.225,4.534,6.895,23.11,2.666,5.456,21.06,1.572,11.11,1.489,1.639,-113,-14,-25,-101,-10,-49,-10,-10
133,2013,51,1100,13.96,10.06,1.972,0,2.863,40.44,186.6,1.371,994,0.207,5.178,7.56,23.24,2.676,5.409,20.03,1.572,11.1,1.49,1.64,-115,-14,-25,-96,-10,-50,-10,-10
133,2013,51,1200,13.74,12.69,2.253,0,3.688,36.48,99.6,1.575,994,0.257,6.382,8.62,22.99,2.67,5.423,18.83,1.579,11.14,1.497,1.647,-116,-15,-26,-91,-10,-51,-10,-11
133,2013,51,1300,13.71,12.71,1.868,0,4.698,28.71,169.8,1.515,993,0.238,7.36,9.27,23.11,2.649,5.46,17.87,1.579,11.12,1.496,1.647,-118,-15,-26,-86,-11,-51,-10,-11
133,2013,51,1400,13.43,12.06,1.337,0,5.065,23.76,214.3,1.347,992,0.227,8.29,9.71,22.42,2.62,5.396,17.51,1.58,11.11,1.497,1.646,-115,-15,-26,-85,-11,-51,-10,-11
133,2013,51,1500,13.41,11.03,1.161,0,5.435,25.57,166.7,1.314,992,0.204,8.6,9.58,22.08,2.591,5.266,17.41,1.579,11.11,1.496,1.646,-112,-14,-25,-84,-11,-51,-10,-11
133,2013,51,1600,13.25,10.44,0.767,0,5.839,27.23,177.2,1.284,992,0.221,8.85,9.54,21.68,2.57,5.401,17.47,1.578,11.11,1.495,1.644,-109,-14,-26,-84,-11,-51,-10,-11
133,2013,51,1700,13.11,9.38,0.469,0,5.305,34.85,162.1,2.071,992,0.274,9.43,9.85,21.51,2.552,5.44,17.79,1.576,11.1,1.494,1.641,-109,-14,-26,-86,-11,-51,-10,-11
